,addressCN,brand,city,pOSNameCN,province,storeType,telephone
2422,广东佛山市祖庙路42号兴华商场6楼,adidas,佛山市,佛山市祖庙路兴华商场运动休闲店,广东,运动休闲店,0757-82251399
2423,新疆乌鲁木齐市友好北路566号太百购物中心4楼,adidas,乌鲁木齐市,乌鲁木齐市友好北路太百购物中心运动休闲店,新疆,运动休闲店,0991-4831910
2424,江苏苏州市北局路22号人民商场5楼,adidas,苏州市,苏州市北局路人民商场运动休闲店,江苏,运动休闲店,0512-65112319
2425,江苏镇江市中山东路228号八佰伴5楼,adidas,镇江市,镇江市华地八佰伴运动休闲店,江苏,运动休闲店,18906101745
2426,浙江富阳市春秋北路271银泰百货5楼,adidas,富阳市,富阳市春秋北路银泰百货运动休闲店,浙江,运动休闲店,0571-61713661
2427,山东青岛市澳门路88号百丽广场2楼,adidas,青岛市,青岛市澳门路百丽广场运动休闲店,山东,运动休闲店,0532-66061663
2428,河北唐山市建设路128号远洋城3楼,adidas,唐山市,唐山市建设路远洋城运动休闲店,河北,运动休闲店,15511908935
2429,广东东莞市长青路303号地王广场1楼,adidas,东莞市,东莞市长青路地王广场怡安百货运动休闲店,广东,运动休闲店,0769-81876593
2430,山东威海市新威路89号振华商厦5楼,adidas,威海市,威海市新威路振华商厦运动休闲店,山东,运动休闲店,0631-5189639
2431,福建福州市工业路378号万象城3楼,adidas,福州市,福州市工业路天虹百货运动休闲店,福建,运动休闲店,15060032663
2432,浙江余姚市新建路55号华联商厦4楼,adidas,余姚市,余姚市新建路华联商厦运动休闲店,浙江,运动休闲店,13486667526
2433,安徽合肥市淮河路228号国泰运动城2楼,adidas,合肥市,合肥市庐阳国泰运动休闲店,安徽,运动休闲店,0551-62611937
2434,广东深圳市龙翔大道世贸百货2楼,adidas,深圳市,深圳市龙翔大道世贸百货运动休闲店,广东,运动休闲店,0755-28901567
2435,黑龙江大庆市纬二路39号新玛特3楼,adidas,大庆市,大庆市纬二路新玛特运动休闲店,黑龙江,运动休闲店,13946964943
2436,河北邯郸市陵西北大街12世贸广场5楼,adidas,邯郸市,邯郸市陵西北大街世贸广场运动休闲店,河北,运动休闲店,0310-8845032
2437,辽宁铁岭市银州路9号兴隆百货7楼,adidas,铁岭市,铁岭市银州路兴隆百货运动休闲店,辽宁,运动休闲店,74836118
2438,山东青岛市向阳路50号北方国贸商城2楼,adidas,青岛市,青岛市向阳路北方国贸大厦运动城运动休闲店,山东,运动休闲店,0532-87615211
2439,浙江绍兴市胜利东路366号世贸广场3楼,adidas,绍兴市,绍兴市胜利东路世贸广场运动休闲店,浙江,运动休闲店,0575-81507156
2440,新疆乌鲁木齐市友好北路698号卡乐士-1楼,adidas,乌鲁木齐市,乌鲁木齐市友好北路卡乐士运动休闲店,新疆,运动休闲店,0991-4800089
2441,重庆重庆市南坪西路2号百盛-1楼,adidas,重庆市,重庆市南坪西路百盛运动休闲店,重庆,运动休闲店,18983847865
2442,山西太原市亲贤北街99王府井百货5楼,adidas,太原市,太原市亲贤北街王府井百货运动休闲店,山西,运动休闲店,13834132355
2443,内蒙古呼和浩特市中山西路1号维多利商厦4楼,adidas,呼和浩特市,呼和浩特市中山西路维多利商厦运动休闲店,内蒙古,运动休闲店,0471-2205095
2444,江苏苏州市苏雅路368号天虹商场4楼,adidas,苏州市,苏州市苏雅路天虹商场运动休闲店,江苏,运动休闲店,0512-67586765
2445,辽宁大连市解放路580号友谊美邻购物广场1楼,adidas,大连市,大连市解放路友谊美邻购物广场运动休闲店,辽宁,运动休闲店,18842840227
2446,辽宁沈阳市沈辽西路27号兴隆大天地商场1楼,adidas,沈阳市,沈阳市沈辽路兴隆大天地商场运动休闲店,辽宁,运动休闲店,18102482493
2447,浙江金华市解放东路168银泰城6楼,adidas,金华市,金华市解放东路银泰天地运动休闲店,浙江,运动休闲店,0579-82326562
2448,黑龙江萝北县南二道街7凤翔国际4楼,adidas,萝北县,萝北县南二道街凤翔国际运动休闲店,黑龙江,运动休闲店,15545836456
2449,浙江长兴县金陵北路258号浙北大厦3楼,adidas,长兴县,长兴县金陵北路浙北大厦运动休闲店,浙江,运动休闲店,18657264639
2450,内蒙古呼和浩特市中山西路86号王府井百货2楼,adidas,呼和浩特市,呼和浩特市中山西路王府井百货运动休闲店,内蒙古,运动休闲店,0471-3356106
2451,山东即墨市鹤山路144号即墨利群3楼,adidas,即墨市,即墨市利群商厦运动休闲店,山东,运动休闲店,0532-88553761
2452,山西太原市柳南路99号茂业百货5楼,adidas,太原市,太原市柳南路茂业百货运动休闲店,山西,运动休闲店,13643474932
2453,山东淄博市柳泉路128号银座购物广场5楼,adidas,淄博市,淄博市柳泉路银座购物广场运动休闲店,山东,运动休闲店,0533-2280796
2454,福建惠安县八二三西街恒泰百货1楼,adidas,惠安县,惠安县八二三西街恒泰百货运动休闲店,福建,运动休闲店,0595-87368001
2455,广西梧州市新兴三路3号梦之岛4楼,adidas,梧州市,梧州市新兴三路梦之岛时代广场运动休闲店,广西,运动休闲店,13481023619
2456,广西南宁市金洲路61号水晶城4楼,adidas,南宁市,南宁市金洲路梦之岛百货运动休闲店,广西,运动休闲店,13481023619
2457,黑龙江哈尔滨市东大直街329号松雷商厦-1楼,adidas,哈尔滨市,哈尔滨市东大直街松雷商厦运动休闲店,黑龙江,运动休闲店,13845124881
2458,广西北海市北部湾中路31号和安商港4楼,adidas,北海市,北海市北部湾中路和安商港运动休闲店,广西,运动休闲店,13481023619
2459,贵州遵义市中山路86国贸广场-1楼,adidas,遵义市,遵义市中山路国贸广场运动休闲店,贵州,运动休闲店,18685048424
2460,山东淄博市商场东路2号淄博利群购物广场3楼,adidas,淄博市,淄博市利群购物广场运动休闲店,山东,运动休闲店,0533-2166826
2461,广东中山市中兴大道益华百货3楼,adidas,中山市,中山市中兴大道益华百货运动休闲店,广东,运动休闲店,0760-22323434
2462,陕西西安市长安中路38号百盛4楼,adidas,西安市,西安市长安中路百盛运动休闲店,陕西,运动休闲店,029-89288666-603213
2463,湖北宜昌市四新路2号新概念运动城1-2楼,adidas,宜昌市,宜昌市四新路新概念运动城运动休闲店,湖北,运动休闲店,13986759121
2464,安徽六安市皖西路百大金商都3F,adidas,六安市,六安市皖西路金商都购物中心运动休闲店,安徽,运动休闲店,0564-3325596
2465,浙江杭州市环城北路230号杭州大厦3楼,adidas,杭州市,杭州市杭州大厦运动休闲店,浙江,运动休闲店,13656714921
2466,江苏苏州市人民路1381号第一百货5楼,adidas,苏州市,苏州市人民路第一百货运动休闲店,江苏,运动休闲店,15371879250
2467,浙江杭州市市心中路288号银隆百货5楼,adidas,杭州市,杭州市市心中路银隆百货运动休闲店,浙江,运动休闲店,0571-82826568
2468,山东烟台市迎春大街188号银座购物广场5楼,adidas,烟台市,烟台市迎春大街银座购物广场运动城运动休闲店,山东,运动休闲店,13176455980
2469,海南海口市龙华路99号东方广场5楼,adidas,海口市,海口市龙华路东方广场运动休闲店,海南,运动休闲店,0898-66112676
2470,辽宁朝阳市朝阳大街1号兴隆大家庭商场7楼,adidas,朝阳市,朝阳市朝阳大街兴隆大家庭商场运动休闲店,辽宁,运动休闲店,0421-7225600
2471,辽宁铁岭市南马路29号新玛特5楼,adidas,铁岭市,铁岭市南马路新玛特商城运动休闲店,辽宁,运动休闲店,13384206628
2472,河北廊坊市新华路43号明珠大厦4楼,adidas,廊坊市,廊坊市新华路明珠大厦运动休闲店,河北,运动休闲店,0316-2020664
2473,辽宁锦州市人民街3段3号新华广场3楼,adidas,锦州市,锦州市人民街新玛特运动休闲店,辽宁,运动休闲店,0416-2325641
2474,吉林通化市江沿路888号欧亚购物中心3楼,adidas,通化市,通化市江沿路欧亚购物中心运动休闲店,吉林,运动休闲店,0435-3769002
2475,陕西西安市高新路18五环运动城1楼,adidas,西安市,西安市高新路五环运动城运动休闲店,陕西,运动休闲店,029-88335624
2476,河北衡水市人民路106衡水百货大楼6楼,adidas,衡水市,衡水市人民路衡水百货运动休闲店,河北,运动休闲店,13785800360
2477,河北承德市裕华路1号双百购物广场二期4楼,adidas,承德市,承德市双百购物广场二期运动休闲店,河北,运动休闲店,0314-7013268
2478,重庆重庆市向阳路74号重庆百货4楼,adidas,重庆市,重庆市向阳街长寿重庆百货运动休闲店,重庆,运动休闲店,13368251078
2479,辽宁本溪市华联街1号华联商厦5楼,adidas,本溪市,本溪市华联街华联商厦运动休闲店,辽宁,运动休闲店,47165105
2480,山东青岛市香江路67号长江利群购物广场5楼,adidas,青岛市,青岛市香江路长江利群购物广场运动休闲店,山东,运动休闲店,0532-86971912
2481,河北唐山市北新西道20号八方购物广场3楼,adidas,唐山市,唐山市北新西道八方购物广场运动休闲店,河北,运动休闲店,15511907917
2482,河北邢台市中兴西大街115号大洋百货4楼,adidas,邢台市,邢台市中兴路大洋百货运动休闲店,河北,运动休闲店,18231917890
2483,江苏南京市中央路417号先锋广场3楼,adidas,南京市,南京市中央路先锋奥特莱斯运动休闲店,江苏,运动休闲店,13851452984
2484,山东烟台市观海路277号佳世客2楼,adidas,烟台市,烟台市观海路佳世客购物中心运动休闲店,山东,运动休闲店,13176456332
2485,山东德州市解放北路76号银座4楼,adidas,德州市,德州市解放北路银座运动休闲店,山东,运动休闲店,0534-2296663
2486,山东青岛市香港中路69号麦凯乐（青岛总店）5楼,adidas,青岛市,青岛市麦凯乐运动休闲店,山东,运动休闲店,18561488847
2487,陕西咸阳市人民中路3号世纪金花购物中心-1楼,adidas,咸阳市,咸阳市世纪金花购物中心运动休闲店,陕西,运动休闲店,029-89288666-603205
2488,四川西昌市长安东路25号达达百货4楼,adidas,西昌市,西昌市长安东路达达百货运动休闲店,四川,运动休闲店,18081616192
2489,江苏如皋市中山路418号文峰大世界3楼,adidas,如皋市,如皋市中山路文峰大世界运动休闲店,江苏,运动休闲店,15996605883
2490,江苏太仓市人民南路2号华联商厦5楼,adidas,太仓市,太仓市人民南路华联商厦运动休闲店,江苏,运动休闲店,0512-53280506 
2491,山东潍坊市胜利东街4000号银座购物广场1楼,adidas,潍坊市,潍坊市胜利东街银座购物广场运动休闲店,山东,运动休闲店,0536-8583873
2492,贵州六盘水市钟山大道46号胜道运动城2楼,adidas,六盘水市,六盘水市钟山大道胜道运动城运动休闲店,贵州,运动休闲店,0858-6755234-8009
2493,江苏江阴市人民中路51号国际购物中心5楼,adidas,江阴市,江阴市国际购物中心运动休闲店,江苏,运动休闲店,0510-86878393
2494,黑龙江绥化市中兴东大街66号中兴春天购物广场3楼,adidas,绥化市,绥化市中兴东大街中兴春天购物广场运动休闲店,黑龙江,运动休闲店,15946199912
2495,安徽安庆市人民路416号新百百货4楼,adidas,安庆市,安庆市人民路新百百货运动休闲店,安徽,运动休闲店,18055668880
2496,广东江门市迎宾大道118号益华百货2楼,adidas,江门市,江门市迎宾大道益华百货二期运动休闲店,广东,运动休闲店,18620584565
2497,浙江金华市新安大街117-3号1楼,adidas,金华市,金华市新安大街117-3号运动休闲店,浙江,运动休闲店,0579-82317168
2498,上海上海市大华路518号大华1楼,adidas,上海市,上海市大华滔搏运动城运动休闲店,上海,运动休闲店,66404219
2499,上海上海市川沙路4825号浦东商场现代店3楼,adidas,上海市,上海市川沙现代广场运动休闲店,上海,运动休闲店,18821199412
2500,江苏常州市定安中路2号富克斯流行广场3楼,adidas,常州市,常州市定安中路湖塘富克斯流行广场运动休闲店,江苏,运动休闲店,0519-86506571
2501,河北承德市新兴街1号佳佳购物4楼,adidas,承德市,承德市新兴街佳佳购物运动休闲店,河北,运动休闲店,0314-7018165
2502,江苏南通市人民中路47号八佰伴6楼,adidas,南通市,南通市八佰伴运动休闲店,江苏,运动休闲店,13773670772
2503,山东济南市经十路19288号玉函银座-1楼,adidas,济南市,济南市经十路玉函银座运动休闲店,山东,运动休闲店,0531-67989610
2504,广西桂林市环城路117号联达商业广场1楼,adidas,桂林市,桂林市环城路联达商业广场运动休闲店,广西,运动休闲店,13481023619
2505,云南昆明市东风西路177号金穗大厦2楼,adidas,昆明市,昆明市东风西路金穗大厦滔博运动城运动休闲店,云南,运动休闲店,15877969418
2506,辽宁鞍山市胜利南路42号新玛特5楼,adidas,鞍山市,鞍山市胜利南路新玛特运动休闲店,辽宁,运动休闲店,13804911453
2507,四川成都市春熙路8号群光广场6楼,adidas,成都市,成都市春熙路南段群光广场运动休闲店,四川,运动休闲店,15397605731
2508,广东惠州市文昌一路9华贸百货3楼,adidas,惠州市,惠州市文昌一路华贸百货运动休闲店,广东,运动休闲店,0752-7191089
2509,江苏扬州市京华城路168号金鹰3楼,adidas,扬州市,扬州市京华城路金鹰运动休闲店,江苏,运动休闲店,17751367515
2510,湖北仙桃市勉阳大道43号仙桃商厦5楼,adidas,仙桃市,仙桃市勉阳大道仙桃商城运动休闲店,湖北,运动休闲店,0728-3227707
2511,辽宁沈阳市中华路63号联营百货5楼,adidas,沈阳市,沈阳市中华路欧亚商贸运动休闲店,辽宁,运动休闲店,18102482460
2512,吉林长春市辽宁路162号国商百货2楼,adidas,长春市,长春市辽宁路国商百货运动休闲店,吉林,运动休闲店,0431-81682650
2513,吉林辽源市财富大路1号欧亚购物中心3楼,adidas,辽源市,辽源市财富大路欧亚购物中心运动休闲店,吉林,运动休闲店,0437--5011017
2514,北京北京市新顺南大街18号新世界百货5楼,adidas,北京市,北京市新顺南大街新世界百货运动休闲店,北京,运动休闲店,18515037087
2515,北京北京市黄村东大街30号王府井3楼,adidas,北京市,北京市大兴王府井运动休闲店,北京,运动休闲店,18515036259
2516,广东深圳市楼岗大道1号天虹商场1楼,adidas,深圳市,深圳市楼岗大道天虹商场运动休闲店,广东,运动休闲店,0755-86005807
2517,内蒙古包头市钢铁大街67号包头百货3楼,adidas,包头市,包头市钢铁大街包头百货运动休闲店,内蒙古,运动休闲店,0472-2176073
2518,河北遵化市文化北路36号金缘购物3楼,adidas,遵化市,遵化市文化北路金缘购物中心运动休闲店,河北,运动休闲店,0315-6838612
2519,广东佛山市南海大道46号悦万城2楼,adidas,佛山市,佛山市悦万城运动休闲店,广东,运动休闲店,0757-86266516
2520,安徽淮北市淮海路62号金鹰国际购物中心5楼,adidas,淮北市,淮北市淮海路金鹰国际购物中心运动休闲店,安徽,运动休闲店,13635610755
2521,广东广州市云城西路890号凯德广场3楼,adidas,广州市,广州市云城西路凯德广场运动休闲店,广东,运动休闲店,020-37417053
2522,湖北襄阳市长虹北路9号万达广场1楼,adidas,襄阳市,襄阳市长虹北路万达广场运动休闲店,湖北,运动休闲店,13995766112
2523,广东惠州市环湖三路18号方直广场1楼,adidas,惠州市,惠州市环湖三路方直广场运动休闲店,广东,运动休闲店,0752-2505250
2524,黑龙江七台河市步行街友谊商城1楼,adidas,七台河市,七台河市桃山区步行街友谊商城申格体育运动休闲店,黑龙江,运动休闲店,13846450442
2525,青海西宁市西大街43号西大街百货-1楼,adidas,西宁市,西宁市西大街西大街百货运动休闲店,青海,运动休闲店,0971-8266303
2526,云南玉溪市南北大街2号南北运动城2楼,adidas,玉溪市,玉溪市南北大街南北运动城运动休闲店,云南,运动休闲店,0877-2030798
2527,黑龙江哈尔滨市大成街25号申格体育工厂1楼,adidas,哈尔滨市,哈尔滨市大成街申格体育工厂运动休闲店,黑龙江,运动休闲店,18346011155
2528,山东青岛市长江中路268号福瑞泰购物广场3楼,adidas,青岛市,青岛市长江中路福瑞泰购物广场运动休闲店,山东,运动休闲店,0532-86995794
2529,浙江衢州市劳动路1号东方商厦3楼,adidas,衢州市,衢州市劳动路东方商厦运动休闲店,浙江,运动休闲店,0570-3034453
2530,河北秦皇岛市海阳路78滔博运动城1楼,adidas,秦皇岛市,秦皇岛市海阳路滔搏运动城运动休闲店,河北,运动休闲店,0335-3361001
2531,江苏南京市胜太东路8号同曦假日百货4楼,adidas,南京市,南京市胜太东路同曦假日百货运动休闲店,江苏,运动休闲店,13851452984
2532,黑龙江哈尔滨市安隆街106号卓展购物中心5楼,adidas,哈尔滨市,哈尔滨市安龙街卓展时代广场百货运动休闲店,黑龙江,运动休闲店,0451-87737249
2533,广东广州市云城东路505号万达百货4楼,adidas,广州市,广州市云城东路万达百货运动休闲店,广东,运动休闲店,020-36689100
2534,广东湛江市海北路9-1号鹰展广场1楼,adidas,湛江市,湛江市海北路鹰展广场运动休闲店,广东,运动休闲店,020-32312222-2237
2535,安徽合肥市马鞍山路150号万达百货5楼,adidas,合肥市,合肥市马鞍山路万达百货运动休闲店,安徽,运动休闲店,0551-62861087
2536,福建福州市鳌峰路31号万达广场4楼,adidas,福州市,福州市鳌峰路万达百货运动休闲店,福建,运动休闲店,0591-83229017
2537,上海上海市四平路2500号东方商厦2楼,adidas,上海市,上海市五角场东方商厦运动休闲店,上海,运动休闲店,15721322185
2538,浙江金华市宾虹路700号易和盛世广场2楼,adidas,金华市,金华市宾虹路冠达名品商厦运动休闲店,浙江,运动休闲店,0579-82057282
2539,云南曲靖市南宁西路256号红星商场2楼,adidas,曲靖市,曲靖市南宁西路运动休闲店,云南,运动休闲店,0874-3196700
2540,广东深圳市茂盛路1号志健广场4楼,adidas,深圳市,深圳市茂盛路摩尔百货运动休闲店,广东,运动休闲店,020-32312222-2237
2541,山东聊城市柳园北路66号五星百货4楼,adidas,聊城市,聊城市柳园北路五星百货运动休闲店,山东,运动休闲店,0635-8220989
2542,陕西宝鸡市经二路154开元商场4楼,adidas,宝鸡市,宝鸡市经二路开元商场运动休闲店,陕西,运动休闲店,029-89288666-613203
2543,广东深圳市福华三路269号星河国际大厦2楼,adidas,深圳市,深圳市福华三路星河君尚百货运动休闲店,广东,运动休闲店,0755-82840841
2544,海南儋州市大勇步行街19号1楼,adidas,儋州市,儋州市大勇步行街运动休闲店,海南,运动休闲店,020-32312222-2237
2545,北京北京市文化北街7号和美1楼,adidas,北京市,北京市文化北街和美运动休闲店,北京,运动休闲店,18515036016
2546,福建厦门市嘉禾路1号夏商百货3楼,adidas,厦门市,厦门市嘉禾路梧村夏商百货运动休闲店,福建,运动休闲店,0592-5881069
2547,福建厦门市厦禾路SM城市广场2楼,adidas,厦门市,厦门市厦禾路SM城市广场5楼运动休闲店,福建,运动休闲店,13606066036
2548,山东烟台市南大街78号振华购物中心5楼,adidas,烟台市,烟台市南大街振华购物中心运动休闲店,山东,运动休闲店,0535-6581216
2549,四川成都市晋阳路269号千盛百货3楼,adidas,成都市,成都市晋阳路千盛百货运动休闲店,四川,运动休闲店,028-87431535
2550,江苏南京市江东中路98号万达广场5楼,adidas,南京市,南京市江东中路万千百货运动休闲店,江苏,运动休闲店,13851452984
2551,江苏苏州市石路步行街18号新苏天地5楼,adidas,苏州市,苏州市姑苏新苏天地运动休闲店,江苏,运动休闲店,0512-65090882
2552,云南个旧市无中山路9号丽水金湾购物中心1楼,adidas,个旧市,个旧市中山路丽水金湾购物中心滔博运动城运动休闲店,云南,运动休闲店,15812130815
2553,黑龙江大庆市中央大街65号让胡路商场2楼,adidas,大庆市,大庆市中央大街让胡路商场运动休闲店,黑龙江,运动休闲店,18246915502
2554,黑龙江鸡西市中心大街中段57号新玛特5楼,adidas,鸡西市,鸡西市红军路新玛特运动休闲店,黑龙江,运动休闲店,0467-8226448
2555,黑龙江大庆市乘风大街55号新玛特3楼,adidas,大庆市,大庆市乘风大街新玛特（2）运动休闲店,黑龙江,运动休闲店,13836846587
2556,海南三亚市解放二路261号一方百货4楼,adidas,三亚市,三亚市解放二路一方百货运动休闲店,海南,运动休闲店,020-32312222-2237
2557,江苏苏州市东吴北路92号新苏国际5楼,adidas,苏州市,苏州市吴中新苏国际运动休闲店,江苏,运动休闲店,0512-65269722
2558,辽宁沈阳市道义南大街33号积家百货4楼,adidas,沈阳市,沈阳市道义南大街积家百货运动休闲店,辽宁,运动休闲店,18102482455
2559,江苏苏州市人民路1331号大洋百货2楼,adidas,苏州市,苏州市人民路大洋百货运动休闲店,江苏,运动休闲店,0512-65159863
2560,江苏常熟市方塔街106号恒隆中心3楼,adidas,常熟市,常熟市方塔街百盛运动休闲店,江苏,运动休闲店,0512-52229299
2561,辽宁瓦房店市长春路27号新玛特3楼,adidas,瓦房店市,瓦房店市长春路新玛特运动休闲店,辽宁,运动休闲店,15566676137
2562,山西太原市长风街116北美新天地5楼,adidas,太原市,太原市长风街北美新天地运动休闲店,山西,运动休闲店,13453187509
2563,江苏南京市大桥北路48号南京大洋百货桥北店3楼,adidas,南京市,南京市大洋百货桥北运动休闲店,江苏,运动休闲店,13851452984
2564,贵州贵阳市解放路395号鸿通城-1楼,adidas,贵阳市,贵阳市解放路鸿通城运动休闲店,贵州,运动休闲店,13639107714
2565,贵州贵阳市金阳南路6世纪金源购物中心2楼,adidas,贵阳市,贵阳市金阳南路世纪金源购物中心运动休闲店,贵州,运动休闲店,13639107714
2566,广东广州市秀全路36号1楼,adidas,广州市,广州市秀全路36-5运动休闲店,广东,运动休闲店,020-32312222-2237
2567,海南海口市龙华路18号1楼,adidas,海口市,海口市龙华路雄昌楼运动休闲店,海南,运动休闲店,020-32312222-2237
2568,陕西西安市咸宁路134号华润万家1楼,adidas,西安市,西安市咸宁路华润万家运动休闲店,陕西,运动休闲店,029-89288666-603229
2569,内蒙古呼和浩特市中山路1号维多利亚时代城4楼,adidas,呼和浩特市,呼和浩特市中山路维多利亚时代城运动休闲店,内蒙古,运动休闲店,0471-5204220
2570,新疆伊宁市军垦路3号茂业广场5楼,adidas,伊宁市,伊宁市茂业广场运动休闲店,新疆,运动休闲店,0999-8983028
2571,内蒙古呼伦贝尔市桥头街,adidas,呼伦贝尔市,呼伦贝尔市桥头街华汇购物广场运动休闲店,内蒙古,运动休闲店,"13845124881,15940551042"
2572,河北遵化市文化北路6号,adidas,遵化市,遵化市文化北路6号运动休闲店,河北,运动休闲店,0315-6615359
2573,黑龙江哈尔滨市解放大街79号申格体育1楼,adidas,哈尔滨市,哈尔滨市解放大街申格体育运动休闲店,黑龙江,运动休闲店,15046812228
2574,北京北京市鼓楼南大街17号新世纪商城1楼,adidas,北京市,北京市鼓楼南大街新世纪商城运动休闲店,北京,运动休闲店,18515037108
2575,内蒙古呼和浩特市赛罕鄂尔多斯大街26号嘉茂购物中心1楼,adidas,呼和浩特市,呼和浩特市鄂尔多斯大街嘉茂购物中心运动休闲店,内蒙古,运动休闲店,0471-5956452
2576,河南安阳市彰德路丹尼斯百货3楼,adidas,安阳市,安阳市彰德路丹尼斯百货运动休闲店,河南,运动休闲店,0372-5991655
2577,山东青岛市长江中路308号家佳源购物中心1楼,adidas,青岛市,青岛市长江中路家佳源购物中心运动休闲店,山东,运动休闲店,0532-86999643
2578,新疆石河子市北子午路181号时代购物广场5楼,adidas,石河子市,石河子市北子午路时代购物广场运动休闲店,新疆,运动休闲店,0993-2701122
2579,云南曲靖市麒麟路112号沃尔玛广场1楼,adidas,曲靖市,曲靖市麒麟路沃尔玛广场奥龙世博运动休闲店,云南,运动休闲店,15391422727
2580,安徽六安市解放中路1-20号明珠广场3楼,adidas,六安市,六安市解放中路白云商厦运动休闲店,安徽,运动休闲店,0564-3211893
2581,广东广州市迎宾大道万达广场2楼,adidas,广州市,广州市迎宾大道番禺万达运动休闲店,广东,运动休闲店,020-32312222
2582,云南丽江市民主路337号丽江百货1楼,adidas,丽江市,丽江市民主路丽江百货滔博运动城运动休闲店,云南,运动休闲店,15812130815
2583,重庆重庆市广场街1号光华大厦4楼,adidas,重庆市,重庆市永川广场街光华大厦运动休闲店,重庆,运动休闲店,023-49870656
2584,湖北武汉市江汉路117号滔博运动城3楼,adidas,武汉市,武汉市江汉路海陆运动城运动休闲店,湖北,运动休闲店,027-82806250
2585,福建晋江市晋光路阳光时代广场2楼,adidas,晋江市,晋江市阳光路阳光时代广场运动休闲店,福建,运动休闲店,0595-85896687
2586,辽宁沈阳市民主路126号五环运动商城1楼,adidas,沈阳市,沈阳市民主路五环运动商城运动休闲店,辽宁,运动休闲店,18102482471
2587,辽宁朝阳市朝阳大街13号新玛特3楼,adidas,朝阳市,朝阳市朝阳大街新玛特运动休闲店,辽宁,运动休闲店,0421-6626109
2588,陕西西安市二环南路155号怡丰城-1楼,adidas,西安市,西安市二环南路怡丰城运动休闲店,陕西,运动休闲店,
2589,辽宁葫芦岛市中央大街1号滔博运动城1楼,adidas,葫芦岛市,葫芦岛市中央大街滔博运动运动休闲店,辽宁,运动休闲店,0429-3390699
2590,辽宁阜新市中华路80号兴隆百货4楼,adidas,阜新市,阜新市中华路兴隆百货运动休闲店,辽宁,运动休闲店,0418-2966231
2591,山东济南市工业南路59号银座购物广场2楼,adidas,济南市,济南市工业南路银座购物广场运动休闲店,山东,运动休闲店,0531-88281787
2592,山东济宁市太白东路51号银座商城4楼,adidas,济宁市,济宁市太白东路银座购物广场运动休闲店,山东,运动休闲店,0537-2366368
2593,北京密云县鼓楼东大街22号西单百货2楼,adidas,密云县,密云县鼓楼东大街西单百货运动休闲店,北京,运动休闲店,18515037106
2594,河南郑州市花园路59号中环百货5楼,adidas,郑州市,郑州市花园路中环百货运动休闲店,河南,运动休闲店,0371-69526801
2595,吉林吉林市南京街12号,adidas,吉林市,吉林市南京街时代购物广场运动休闲店,吉林,运动休闲店,15947992280
2596,黑龙江绥化市中兴东大街204号,adidas,绥化市,绥化市中兴大街华辰广场运动休闲店,黑龙江,运动休闲店,"13845124881,15940551042"
2597,江苏南京市龙蟠路2号南京商厦4楼,adidas,南京市,南京市南京商厦运动休闲店,江苏,运动休闲店,13851452984
2598,上海上海市夏碧路306号外高桥购物中心2楼,adidas,上海市,上海市夏碧路外高桥购物中心运动休闲店,上海,运动休闲店,13816837522
2599,广西玉林市人民东路802号金城商厦5楼,adidas,玉林市,玉林市人民东路金城商厦运动休闲店,广西,运动休闲店,13481023619
2600,海南儋州市伏波东路夏日广场3楼,adidas,儋州市,儋州市伏波东路夏日广场运动休闲店,海南,运动休闲店,020-32312222-2237
2601,新疆阿克苏市新华东路33号太百购物中心4楼,adidas,阿克苏市,阿克苏市新华东路太百购物中心运动休闲店,新疆,运动休闲店,0997-2189818
2602,陕西西安市西关正街57号开元商城西旺店2楼,adidas,西安市,西安市西稍门开元商城运动休闲店,陕西,运动休闲店,029-89288666-603207
2603,青海西宁市长江路127号华联商厦2楼,adidas,西宁市,西宁市长江路华联商厦运动休闲店,青海,运动休闲店,0971-8580259
2604,广东广州市凤凰北路广百百货4楼,adidas,广州市,广州市凤凰北路广百运动休闲店,广东,运动休闲店,020-32312222-2237
2605,广东佛山市桂澜中路18号中海环宇城2楼,adidas,佛山市,佛山市桂澜中路中海环宇城运动休闲店,广东,运动休闲店,0757-86360717
2606,湖南长沙市金泰路199号湘江世纪城1楼,adidas,长沙市,长沙市金泰路湘江世纪城运动休闲店,湖南,运动休闲店,0731-89799850
2607,海南三亚市解放路668号明珠广场5楼,adidas,三亚市,三亚市解放路明珠广场运动休闲店,海南,运动休闲店,13876205489
2608,广西南宁市友爱南路216号南城百货1楼,adidas,南宁市,南宁市友爱南路南城百货运动休闲店,广西,运动休闲店,13481023619
2609,江西南昌市中山路88号天虹百货6楼,adidas,南昌市,南昌市中山路天虹商场运动休闲店,江西,运动休闲店,0791-86793761
2610,江苏张家港市步行街35号张家港第一人民商场5楼,adidas,张家港市,张家港市第一人民商场运动休闲店,江苏,运动休闲店,15335205335
2611,浙江海宁市海昌南路365号银泰百货4楼,adidas,海宁市,海宁市海昌南路银泰百货运动休闲店,浙江,运动休闲店,13505834825
2612,北京北京市文化北大街13号国泰百货3楼,adidas,北京市,北京市文化北大街平谷国泰百货运动休闲店,北京,运动休闲店,18515036390
2613,福建厦门市嘉禾路486号SM城市广场4楼,adidas,厦门市,厦门市嘉禾路SM城市广场运动休闲店,福建,运动休闲店,0592-5590870
